        lS     MSdm       omega
2.99831     55.3363    8.37e-05
4.25952     88.5668    0.000672
0.0375215   37.5899    2.06
0.368365    85.531     0.0572
6.2498      69.3312    2.11e-05
4.89587     37.9206    0.000444
1.88954     33.5589    0.00152
7.538       25.6326    0.000966
3.99695     23.1899    0.000802
4.73872     42.2616    0.000352
1.44498     32.6152    0.00267
4.77046     55.9438    9.65e-05
0.333714    34.348     0.0399
2.08237     83.899     0.00132
6.02694     63.4231    7.47e-07
8.37425     45.6246    0.000578
2.76709     87.5159    0.00141
3.15889     64.1477    6.59e-06
4.91628     90.1229    0.000579
6.67387     43.22      0.000458
7.9924      70.071     1.59e-05
5.6834      21.0858    0.00082
0.30404     41.1371    0.0308
8.43035     45.4433    0.00059
4.55452     79.3666    0.000109
4.25281     71.7525    7.95e-05
4.71404     86.6181    0.000466
7.95136     30.1819    0.000931
3.50077     29.9348    0.000714
0.443229    90.4825    0.0613
7.53428     50.6316    0.000352
5.74733     53.8292    0.000168
6.59937     30.0588    0.000731
9.54172     24.9426    0.00141
0.861392    92.1759    0.0195
5.44607     39.1385    0.000445
0.391687    53.8321    0.00288
7.00394     52.256     0.000271
6.71299     53.5755    0.000221
8.86697     48.7407    0.000532
2.82163     56.3371    6.67e-05
2.20443     90.8602    0.00289
0.499245    46.4507    0.00732
9.60327     81.8903    2.53e-05
6.79228     22.5115    0.000916
7.73577     39.2876    0.000673
3.17168     46.4303    0.000289
4.18158     30.783     0.000603
4.88604     89.9716    0.000579
8.785       82.6453    3.97e-05
9.68769     99.1493    0.000297
4.1936      69.8525    5.25e-05
6.1352      51.379     0.000238
6.25094     91.7871    0.000415
6.62116     53.3115    0.000222
1.95387     20.2819    0.00245
0.0790665   37.6694    0.504
4.82077     58.1746    6.22e-05
7.53378     31.7038    0.000826
4.70044     20.5022    0.000806
7.63107     55.5639    0.000217
6.16602     23.1489    0.000821
1.13566     82.9635    0.00252
5.86782     27.6019    0.000702
2.51373     51.1426    0.000211
3.74563     54.9496    9.22e-05
2.94275     89.782     0.00152
1.19626     95.6495    0.0133
8.99248     78.7543    3.66e-05
2.63562     44.0223    0.000448
9.31129     49.8738    0.000538
9.475       46.0838    0.0007
9.66097     78.7849    3.17e-05
8.44779     30.6972    0.00101
5.85316     73.835     6.35e-05
6.91948     43.1062    0.000485
7.59625     31.4816    0.000841
2.51543     25.5011    0.00126
2.23265     45.0444    0.000487
9.04775     78.9352    3.44e-05
9.46759     55.095     0.000342
5.82449     41.5115    0.000423
2.78307     56.1923    6.97e-05
2.10712     66.1666    5.61e-05
3.80059     44.1138    0.000313
5.64594     24.4174    0.000747
3.08816     65.0421    1.41e-05
6.96085     70.1843    2.14e-05
7.88758     21.9865    0.00112
5.77358     97.3182    0.000718
3.2303      91.8524    0.00149
8.00542     84.6583    0.000139
2.86007     80.1392    0.000196
1.35636     33.0506    0.00295
3.04535     20.5499    0.00118
6.09569     90.2334    0.000386
0.331074    49.4081    0.0109
5.61965     94.8494    0.000639
9.85728     64.2138    7.58e-07
7.64206     22.8252    0.00105
6.81666     78.9641    5.87e-05
0.254138    43.7003    0.0349
9.84273     53.0827    0.000459
9.12705     30.2804    0.00115
6.16561     24.4499    0.000794
2.24291     44.2801    0.00052
4.7595      88.213     0.000526
8.95272     44.8141    0.000676
3.26838     62.3195    1.65e-06
8.6003      37.331     0.000854
3.40894     72.7435    0.000149
4.50627     87.1152    0.000532
5.77783     32.0544    0.000608
2.94879     43.0806    0.000418
4.32183     68.2121    3.09e-05
3.05926     55.3587    8.29e-05
6.97225     92.8783    0.000365
0.233487    33.4506    0.0824
3.14669     51.1605    0.00017
5.1111      49.9375    0.000215
8.35322     57.1115    0.000201
0.455318    76.8381    0.0125
0.634302    63.7085    9.32e-05
6.78654     23.4664    0.000894
7.98882     50.9745    0.000378
6.3994      67.1849    1e-05
3.19602     91.468     0.00148
7.14182     89.8738    0.000276
6.29243     41.4781    0.000461
8.15631     59.0004    0.000128
2.34323     51.9795    0.000202
6.50614     65.1711    3.6e-06
1.94161     27.2754    0.00192
2.02119     40.9909    0.000839
5.33153     69.6403    3.12e-05
4.32173     28.6219    0.000643
7.14983     88.589     0.000248
6.11057     58.6506    8.21e-05
4.02856     33.731     0.000546
5.7922      47.3316    0.000301
0.605331    92.6707    0.0399
9.29176     73.5868    2.49e-05
1.12055     55.021     0.000331
8.15417     30.5696    0.000957
7.15173     80.3243    3.29e-05
6.28768     63.8612    1.26e-06
4.10879     30.5875    0.000613
7.84308     46.8526    0.000484
1.67124     73.9101    0.000727
7.02798     45.2788    0.000444
8.05925     99.6962    0.000438
5.97476     92.4264    0.000476
4.28923     48.2772    0.000222
9.77718     29.288     0.00133
8.35476     40.372     0.00073
7.45326     88.0815    0.000219
6.95271     91.2002    0.000323
4.01608     47.9469    0.000226
6.51719     84.1648    0.000167
6.00416     33.6833    0.000595
5.94157     28.4606    0.000692
2.24338     27.702     0.00143
9.95107     34.0401    0.00121
9.43406     79.2064    2.89e-05
6.92064     31.4997    0.000742
1.10077     70.2915    0.000784
6.49052     50.8683    0.000271
0.0624569   35.4494    0.896
4.83518     55.1694    0.000111
7.99396     91.3448    0.000249
0.834691    32.3459    0.00771
3.17823     68.5037    6.15e-05
0.964871    98.4696    0.0243
6.46167     69.1063    1.85e-05
7.1512      20.4364    0.00102
4.25817     88.7145    0.000681
8.37234     97.2226    0.000348
7.81848     91.4547    0.000263
2.91196     30.5953    0.000875
1.12457     93.3413    0.0127
3.04062     77.3508    0.000338
8.9689      27.9052    0.00119
6.43838     63.6815    9.61e-07
2.61222     92.0889    0.00229
2.14432     74.5486    0.000498
8.92424     83.255     5.36e-05
0.906315    23.0222    0.00964
3.09678     37.2846    0.00058
2.84352     22.9054    0.00109
0.355899    51.211     0.00694
2.99302     94.4104    0.00209
7.66887     78.6167    5.13e-05
4.83906     55.6797    0.000103
9.96385     75.5336    2.95e-05
6.88859     79.3825    4.89e-05
6.37271     70.4883    2.73e-05
2.87166     80.0433    0.000196
2.72401     53.8161    0.000122
7.63385     35.2995    0.000757
6.40904     92.9052    0.000431
3.87159     99.4349    0.00178
5.87096     63.5594    9.72e-07
7.05467     64.0536    1.24e-06
0.776698    32.7256    0.00869
9.99727     72.3082    1.7e-05
8.57408     45.5226    0.000605
2.5874      44.2762    0.000448
9.67382     58.603     0.000195
5.60702     72.481     5.39e-05
0.996823    54.5259    0.000478
1.55921     64.9945    5.19e-05
6.60868     76.3299    7.16e-05
7.08575     42.9239    0.000506
4.12676     69.5509    5.01e-05
0.227872    39.432     0.0604
4.69311     36.1997    0.000475
5.77256     70.3709    3.22e-05
3.53654     85.0051    0.000699
7.16527     34.4263    0.000711
9.77959     36.6829    0.00108
3.56659     64.8175    9.13e-06
5.28096     69.8516    3.36e-05
2.79601     91.3741    0.0019
8.68128     25.8877    0.00118
2.74872     66.4103    3.75e-05
4.93675     46.339     0.000277
8.24488     28.8629    0.00102
4.66963     56.1246    9.1e-05
4.26769     35.8762    0.000485
0.577547    39.0291    0.0106
2.828       74.0755    0.00027
6.55612     97.9431    0.000585
8.67688     79.7236    2.61e-05
7.87407     37.5787    0.000735
6.1613      81.7814    5.77e-05
0.980766    93.4307    0.0167
0.518147    93.0418    0.0552
5.03438     57.8301    7.21e-05
7.29144     33.072     0.000759
1.71743     20.3715    0.00312
5.0734      87.6164    0.000442
9.25289     94.3479    0.000235
2.0085      47.5274    0.000453
0.181727    88.0086    0.277
7.90388     58.2445    0.000145
0.895546    78.493     0.00317
0.848316    29.0671    0.00868
8.43406     62.1421    1.54e-05
0.975875    24.7717    0.00786
2.66058     99.7011    0.00372
4.97377     72.6314    7e-05
1.24006     49.0856    0.000928
1.31124     62.9859    5.87e-06
0.173878    63.8889    0.00145
2.582       79.6446    0.000283
8.3969      58.2482    0.000162
1.43882     64.6452    4.72e-05
1.12876     67.4185    0.000319
0.0729887   24.0495    1.1
5.47913     27.4803    0.000676
4.35565     64.5486    5.03e-06
1.87816     23.6541    0.00235
9.93327     44.6276    0.00082
7.17991     23.0681    0.000964
0.496545    42.6358    0.0107
5.81565     73.3629    5.92e-05
6.14149     89.5629    0.00036
9.971       96.2294    0.000232
0.972908    22.7935    0.00849
1.44063     87.0836    0.00478
7.36003     31.7409    0.000799
9.99148     47.8259    0.000699
4.3542      84.4636    0.000434
0.0781948   79.9492    0.21
4.2505      91.8763    0.00088
9.10203     58.6733    0.000171
9.93045     58.5949    0.000206
9.05684     78.6919    3.67e-05
8.79936     74.3587    3.15e-05
2.54617     76.8933    0.000468
8.51016     85.4434    0.000133
5.04403     49.253     0.000225
9.7082      69.8683    1.03e-05
8.4846      86.6122    0.00015
6.727       46.8941    0.000379
9.98979     40.3107    0.000994
8.72842     77.3171    4.46e-05
1.20481     23.2682    0.00556
0.593934    63.2882    5.57e-05
7.939       30.2255    0.000927
5.47008     57.5718    8.71e-05
9.86952     48.2565    0.000666
6.74836     91.5078    0.000351
8.50977     44.218     0.000638
0.0737532   82.2547    0.366
8.20136     84.0338    9.95e-05
6.64798     85.3439    0.000213
2.84363     26.7965    0.000952
8.02795     44.0967    0.000582
9.31341     29.7239    0.00121
1.68185     75.1938    0.000874
4.0657      65.8635    1.34e-05
6.58778     88.5944    0.00029
6.60407     35.0051    0.000629
2.04603     43.4125    0.000671
4.22332     76.8114    0.000176
9.5619      22.1908    0.0015
0.67749     22.0539    0.0173
5.71515     77.7088    0.0001
8.46659     81.1906    2.67e-05
8.8275      48.9881    0.00052
0.890558    75.6255    0.00314
6.70316     61.0681    3.73e-05
3.46995     85.0795    0.00073
8.13273     83.4029    7.11e-05
3.9728      27.9712    0.000688
1.11796     87.6378    0.00819
0.187722    72.9726    0.0418
9.65827     75.3519    3.06e-05
0.964803    66.7999    0.00034
1.84353     73.6052    0.000571
0.0164452   60.8463    0.000142
5.87354     65.258     4.64e-06
8.99467     83.9409    7.93e-05
0.600574    40.0731    0.00913
4.48945     81.8411    0.000109
8.61925     83.4559    6.6e-05
0.0692173   61.7496    4.62e-06
6.72422     64.6669    2.36e-06
0.117525    47.3864    0.1
5.24165     33.0793    0.000553
6.85423     63.8378    1.03e-06
5.02315     84.5238    0.000336
4.82384     72.9833    7.94e-05
8.05737     96.8479    0.000365
5.43497     92.7658    0.000586
8.77149     39.5327    0.000817
5.23172     50.5467    0.000209
4.15183     69.7057    5.16e-05
1.24836     39.1156    0.00242
8.86913     87.7316    0.000152
8.74055     45.2844    0.000633
6.41491     71.2019    3.18e-05
8.8642      42.3809    0.000743
7.61985     45.7522    0.000491
9.49672     89.4453    0.000154
5.74553     45.2058    0.000342
7.0114      59.6325    7.93e-05
8.65024     25.5264    0.00119
3.99643     80.4865    0.000103
4.46111     93.8929    0.000932
0.16535     73.126     0.0548
2.47018     51.7657    0.000195
6.87677     97.3396    0.000513
9.87204     80.9023    1.86e-05
3.45858     55.9656    7.32e-05
2.01819     99.8092    0.00638
7.58558     99.4207    0.000484
2.30911     62.7186    6.72e-07
0.307875    57.604     0.000318
5.44413     48.8481    0.000251
8.4058      25.7564    0.00113
3.75918     46.1971    0.000266
2.4497      70.0304    0.000156
9.66265     23.7498    0.00148
3.40559     99.4134    0.00227
6.38343     79.1572    6.22e-05
3.219       70.3332    9.9e-05
6.87468     41.0743    0.000527
8.95801     73.9353    2.83e-05
6.18362     51.3296    0.000242
2.62481     71.7482    0.000202
8.92158     94.9674    0.000264
6.04377     61.8531    1.44e-05
8.40954     34.5504    0.000899
6.94223     87.9709    0.000249
0.993669    31.674     0.00572
0.582755    44.1597    0.0069
2.39492     96.7367    0.00377
2.76865     71.6681    0.000179
9.27031     31.7128    0.00114
9.64147     36.9939    0.00105
1.65178     22.0141    0.00318
6.36265     25.0667    0.000804
1.21176     84.9593    0.00549
2.2833      64.4974    1.7e-05
4.66988     58.8337    4.96e-05
4.25331     46.0514    0.000266
9.40075     24.9054    0.00138
2.88228     56.8037    5.84e-05
5.3374      60.1974    3.87e-05
9.2604      83.5473    6.14e-05
9.18765     20.7417    0.00145
3.9024      62.2323    2.99e-06
9.6358      61.2745    6.44e-05
1.72055     51.5488    0.000337
1.5995      93.3471    0.00647
4.47789     46.4498    0.000261
7.01539     50.515     0.000315
9.93857     74.6767    2.62e-05
0.617264    74.1925    0.0052
5.23168     34.7457    0.00052
7.35183     48.1115    0.000403
0.453717    78.8787    0.0106
3.31034     46.325     0.000282
3.26351     93.9584    0.00171
1.90153     66.2459    7.12e-05
1.68161     77.0286    0.00104
8.6489      94.4822    0.000271
8.54065     36.951     0.000855
1.84376     83.9449    0.00171
1.83478     67.2848    0.000118
9.77732     47.3694    0.00069
2.13008     28.7329    0.00152
2.00041     79.1843    0.000568
8.20937     91.605     0.000242
5.97574     54.3084    0.000168
2.86221     92.2823    0.00195
9.99777     56.0087    0.000335
2.26106     24.5848    0.00159
5.12627     96.9868    0.000883
5.80565     39.1069    0.00047
7.29927     20.6897    0.00104
8.83984     80.7151    2.25e-05
8.5831      22.567     0.00125
6.70321     37.4983    0.000587
1.08845     48.5826    0.00128
8.20041     88.0057    0.000181
6.10498     75.7877    7.86e-05
7.79162     76.3845    5.24e-05
9.91328     91.4813    0.000166
8.51443     44.1115    0.000641
0.865267    37.547     0.0054
1.96839     59.9006    1.57e-05
4.07259     86.7162    0.000624
8.45883     66.7422    4.86e-06
0.5675      79.5119    0.00555
5.60505     66.2879    8.85e-06
0.524296    22.1306    0.0282
4.20346     79.9304    9.56e-05
7.51537     90.7688    0.000269
2.51253     42.7063    0.000489
6.48973     36.6495    0.000582
4.44194     89.2828    0.000658
4.01409     23.4452    0.000793
2.60949     25.6866    0.00116
1.28571     28.1258    0.00409
0.796462    53.0053    0.00107
3.98761     29.9563    0.000639
5.93175     41.6597    0.000428
4.7319      74.3532    0.000105
4.27618     46.2998    0.000261
7.08948     33.3612    0.000725
3.52632     98.4983    0.00201
5.49534     66.4998    1.01e-05
3.11954     53.6326    0.000116
2.30822     25.5607    0.00148
3.80582     72.1564    0.000107
8.4595      61.6042    3.72e-05
0.958159    85.6782    0.00923
5.41294     33.9774    0.000545
8.7126      20.9005    0.00133
6.21257     63.9306    1.4e-06
8.16844     23.5437    0.00114
4.76565     36.205     0.000476
2.76474     84.6904    0.00109
2.01673     72.2372    0.000372
7.01111     80.231     3.42e-05
5.46114     45.9642    0.000309
3.20495     89.2311    0.00123
9.76791     57.9845    0.000228
9.7709      44.6625    0.000795
1.38265     30.0806    0.00327
1.85153     54.2858    0.000164
7.70291     86.9137    0.000185
4.36167     39.0492    0.000414
9.40805     24.6906    0.00138
9.60471     83.3374    4.91e-05
6.03376     75.7073    7.96e-05
9.54219     20.1297    0.00157
5.10919     47.4543    0.000262
6.25019     56.7502    0.000127
7.48681     80.7914    3.14e-05
7.02486     84.3628    0.000162
4.90106     47.2543    0.000258
4.07703     73.8454    0.000128
9.42509     97.6316    0.000284
6.01325     71.4612    3.81e-05
8.86894     92.563     0.000224
5.20683     81.9197    8.35e-05
5.88637     69.0435    2.18e-05
5.77739     41.9976    0.000409
9.44291     72.3794    1.92e-05
7.88159     46.9496    0.000485
4.49618     40.0675    0.000393
8.70815     88.2078    0.000164
7.57513     62.2761    8.09e-06
1.04639     74.3727    0.00193
7.62431     54.185     0.000257
9.45993     32.2721    0.00116
5.79534     77.0555    9.72e-05
9.16095     76.1282    3.73e-05
2.50037     20.7945    0.0015
4.912       64.0436    2.5e-06
7.86928     95.5657    0.00035
5.37723     78.2073    0.000108
4.15615     33.0667    0.000553
5.9146      80.0252    4.83e-05
4.23264     20.4435    0.00084
8.69068     52.1211    0.000399
3.94666     91.344     0.000975
3.11574     31.3009    0.000774
2.71358     57.8195    4.26e-05
0.100762    26.5367    0.546
7.1031      97.0344    0.000472
8.61621     27.5604    0.00112
3.26585     44.5582    0.000333
0.236408    74.5001    0.0345
0.296961    67.5618    0.00447
8.28162     55.8744    0.000241
5.86388     47.6964    0.000298
2.58438     83.9191    0.000885
2.88187     95.5393    0.00243
4.4786      80.758     8.49e-05
8.55533     35.9319    0.000886
6.57057     47.5922    0.00035
9.31609     47.4736    0.000629
1.66964     67.4289    0.00015
6.4939      35.2466    0.000612
8.85071     42.1493    0.000748
2.53293     46.7591    0.000364
2.27038     27.9242    0.00139
7.13266     63.1619    3.26e-07
5.77589     67.5519    1.4e-05
6.92121     54.6911    0.000204
3.63788     95.887     0.00159
7.15418     91.3393    0.000309
6.78197     62.6867    6.59e-08
6.02827     98.9752    0.000734
4.06405     47.7318    0.00023
8.92874     45.3944    0.000654
9.32296     62.8544    7.98e-08
9.35169     51.8759    0.000466
5.93057     20.4633    0.000855
4.02709     51.7526    0.000152
0.651323    84.4471    0.0171
5.94412     28.106     0.000699
4.15146     62.6882    1.76e-07
2.12744     24.2275    0.00181
2.08295     44.2785    0.000599
6.56826     23.5417    0.000862
4.0762      82.5217    0.000168
5.10688     74.745     9.59e-05
0.476332    88.8502    0.0468
8.09608     25.4229    0.00107
9.40379     71.9556    1.78e-05
8.80742     76.3971    4.14e-05
3.02495     78.3971    0.000317
6.54007     55.3388    0.00017
3.97481     27.6023    0.000697
2.16845     21.824     0.0019
9.70777     49.3885    0.0006
0.900436    63.613     4.14e-05
4.23053     80.3357    9.12e-05
5.55795     28.1866    0.000667
6.56271     73.5643    4.86e-05
2.22561     45.0966    0.000487
2.79074     28.0683    0.000931
8.93969     52.8946    0.000391
2.42672     21.1572    0.00157
1.50545     72.8647    0.000739
2.07893     37.8462    0.000992
4.36415     48.6388    0.000216
3.23154     95.2541    0.00191
9.12407     83.8893    7.52e-05
8.52199     47.1618    0.000547
1.70321     33.0459    0.00191
4.30166     60.1821    2.68e-05
2.57901     27.646     0.0011
7.53189     76.0786    5.42e-05
9.9387      39.8625    0.001
9.54736     60.4739    0.000102
3.84907     52.6163    0.000134
1.27512     69.7188    0.00051
6.40731     68.7012    1.67e-05
6.0728      83.343     0.000121
7.68469     30.7623    0.000872
9.41888     61.0671    7.16e-05
5.08595     87.4261    0.000432
5.82319     89.8751    0.000409
9.36399     29.3855    0.00123
7.42516     79.3699    4.26e-05
6.25938     85.4457    0.000242
5.52011     66.4913    1e-05
4.62949     39.223     0.000412
1.49003     42.9572    0.00128
6.1199      22.8169    0.000823
7.75831     43.3287    0.000571
5.35288     39.8134    0.000426
0.461862    91.2943    0.0604
3.79672     57.629     5.26e-05
6.61035     56.6629    0.000142
9.88612     39.0525    0.00102
5.44914     37.7823    0.000472
0.52376     44.9622    0.00782
9.83432     34.695     0.00116
3.81909     91.3683    0.00104
9.8951      55.6972    0.000344
9.86893     83.5185    5.31e-05
0.940635    45.1337    0.00252
6.08834     59.7179    5.93e-05
8.63121     74.0064    3.08e-05
1.85593     53.9501    0.000178
3.43836     48.362     0.000225
8.13964     40.4565    0.000697
8.22874     90.5202    0.000221
2.24126     69.8506    0.000177
0.707061    46.0495    0.00394
9.2879      84.5875    0.000103
0.960977    82.1776    0.00244
6.40031     49.5607    0.000294
2.08838     34.9111    0.00117
8.11899     26.149     0.00106
2.26265     46.221     0.00042
7.78567     73.2108    3.27e-05
0.295459    79.9846    0.0161
7.10839     28.6508    0.000829
7.91785     24.7054    0.00106
2.54563     78.0035    0.000462
4.96441     55.6637    0.000106
0.671013    91.6516    0.0303
2.84721     75.9704    0.000349
8.38214     24.8324    0.00115
6.21561     79.4204    5.85e-05
5.48132     72.9676    6.18e-05
4.07889     27.7581    0.000681
7.00515     84.089     0.000139
7.7804      64.4224    1.46e-06
0.874547    83.426     0.00566
9.6834      65.9182    2.54e-06
8.94149     91.5852    0.000205
6.50884     73.8346    5.17e-05
9.77746     40.8319    0.000938
7.24721     62.1921    1.01e-05
6.0293      92.6144    0.000474
4.47635     83.3848    0.000225
5.43794     39.3038    0.000441
4.19008     93.1416    0.000995
8.08088     92.4833    0.000267
6.02532     66.1956    7.36e-06
6.40759     42.6927    0.000445
2.22068     34.113     0.00109
7.23122     58.2524    0.000123
7.44594     71.7054    2.65e-05
1.51602     45.1514    0.00101
6.51375     69.774     2.19e-05
9.72746     25.1561    0.00145
7.727       26.9596    0.000968
2.57956     66.3602    4.15e-05
2.28505     72.0065    0.000279
3.57901     60.3408    1.87e-05
6.69606     37.1395    0.000594
6.94148     72.6162    3.66e-05
8.0141      88.709     0.000201
9.90662     91.2278    0.000163
8.77606     74.3946    3.18e-05
7.03862     27.3236    0.000848
7.81162     37.9081    0.000718
0.719574    93.6706    0.0308
6.43785     64.0606    1.5e-06
9.86048     86.5324    0.000111
1.05194     49.4513    0.00123
9.16511     76.642     3.92e-05
6.70303     60.433     5.31e-05
6.34771     27.8402    0.000746
8.14194     32.4269    0.000908
4.84824     85.4771    0.000397
5.26162     36.0621    0.000496
4.75622     74.0605    9.87e-05
2.46584     79.1251    0.000389
0.561699    41.7123    0.00916
5.82396     23.0074    0.00079
5.30609     40.2254    0.000415
6.4331      46.2863    0.000369
3.77315     39.4826    0.000425
4.25064     88.3833    0.000664
0.796561    52.0489    0.00132
7.34308     38.8763    0.000632
1.165       82.3879    0.00182
8.22552     75.7387    4.39e-05
9.71557     93.0856    0.000195
9.04427     31.7415    0.00109
5.36375     51.9518    0.000188
1.05141     74.288     0.00189
9.31411     25.2418    0.00134
7.93468     77.02      5.31e-05
0.749797    72.4681    0.00264
2.24524     52.2798    0.000199
1.38692     33.2553    0.0028
1.92062     85.9269    0.00248
1.09147     25.9868    0.00607
9.77471     94.3335    0.000211
5.83642     41.7019    0.00042
2.6002      99.504     0.00384
9.09092     26.0101    0.00127
7.43031     73.1113    3.52e-05
7.17856     58.4947    0.000114
3.68434     48.1739    0.000223
3.34916     62.1862    2.67e-06
8.08886     93.6721    0.000291
4.08048     37.5542    0.000454
0.0978769   40.6909    0.273
3.77915     65.5377    1.29e-05
0.750687    35.018     0.00822
0.871045    42.0301    0.00387
6.00083     50.9754    0.000239
7.23394     97.5167    0.00047
2.7674      45.9027    0.000353
8.54229     90.7715    0.00021
8.91756     73.3139    2.56e-05
8.18206     47.094     0.000512
2.49474     68.0034    8.39e-05
7.35301     49.4356    0.000368
1.83447     27.573     0.00212
5.99021     97.9789    0.000698
5.70032     45.9908    0.000323
7.59771     75.586     5.02e-05
6.17701     20.161     0.000888
1.47513     76.297     0.00128
6.16533     96.606     0.000603
3.35497     31.5924    0.000698
2.70785     77.0403    0.000418
9.66551     33.7446    0.00116
8.89811     83.9321    8.06e-05
8.37956     59.3485    0.000121
0.870673    69.7544    0.00108
7.2596      75.3113    5.28e-05
7.31101     51.7049    0.000306
1.36378     41.7113    0.00168
3.58469     92.9803    0.00133
8.41777     97.8028    0.000358
2.90517     65.3742    1.97e-05
9.42009     25.5572    0.00136
2.04433     59.1204    2.55e-05
5.69434     66.1264    7.94e-06
5.48733     23.1129    0.000763
4.08895     57.0383    6.52e-05
2.15854     94.9928    0.00409
8.72062     42.3668    0.000723
0.347594    56.8953    0.000554
1.9517      47.988     0.000452
8.11654     32.4087    0.000904
3.57731     81.1054    0.00014
9.79547     25.1232    0.00147
6.50662     65.0443    3.31e-06
3.26206     27.6091    0.000846
7.59264     21.7985    0.00107
4.74505     59.2219    4.52e-05
9.90061     27.9345    0.0014
7.37146     26.1458    0.000926
7.77536     38.7758    0.000691
1.00154     83.8385    0.00531
5.68929     39.8885    0.000446
6.52993     21.4162    0.000903
2.92737     34.3459    0.00073
5.33669     63.4973    1.07e-06
3.62369     50.104     0.000183
6.86574     37.2741    0.00061
8.36414     86.0356    0.000146
7.45284     40.1492    0.000615
6.2485      25.1001    0.00079
1.58897     98.6328    0.0094
0.565343    76.9708    0.00834
6.82742     96.8585    0.000504
7.86341     70.139     1.67e-05
1.44351     71.479     0.000608
5.95374     49.3801    0.000269
2.20554     94.5043    0.00379
1.44019     40.3659    0.00168
9.7674      22.9077    0.00153
9.75899     69.7397    9.9e-06
8.56632     93.6547    0.00026
2.02197     51.7035    0.000243
1.45603     33.4251    0.00253
4.83005     58.075     6.39e-05
1.54165     54.7673    0.000202
4.45306     20.9569    0.000807
9.57892     61.6317    4.58e-05
6.45777     50.4724    0.000278
2.36718     76.9235    0.000539
1.16872     76.3193    0.002
2.99477     48.3389    0.00025
4.84164     86.2784    0.000429
3.20167     27.9847    0.000854
1.08102     62.3567    4.4e-07
3.4306      44.0956    0.000332
0.77656     51.5907    0.00151
0.295595    58.5273    0.000131
3.62087     65.4382    1.33e-05
9.18097     78.679     3.59e-05
0.143096    61.0926    7.04e-06
5.47123     89.7826    0.000458
1.16604     99.3083    0.0178
1.31438     77.0976    0.00167
3.60734     95.059     0.00153
2.90424     64.447     1.02e-05
3.43234     84.8162    0.000727
7.89195     45.5677    0.000525
6.09758     46.7547    0.000334
3.55066     84.4753    0.000649
3.53712     26.899     0.000791
9.86131     70.7562    1.25e-05
4.72532     23.52      0.000737
4.7521      53.2979    0.000141
3.35032     49.7334    0.000196
8.50557     95.5046    0.0003
2.39004     60.5465    1.06e-05
8.41444     25.0832    0.00115
9.29015     47.2088    0.000635
3.94032     67.5851    2.99e-05
1.77351     38.2276    0.00131
7.74818     98.8416    0.000449
5.74886     72.9109    5.57e-05
7.4488      45.536     0.000479
5.03044     49.081     0.000228
0.457686    25.2587    0.0326
4.37752     75.468     0.000143
7.48592     89.1829    0.000238
0.497144    68.3262    0.00213
3.63275     92.7481    0.00127
9.88605     91.0489    0.000162
2.37271     79.1738    0.000412
9.06293     39.4705    0.000865
1.5752      73.8929    0.000813
0.534844    84.3749    0.0239
5.04621     37.4869    0.000458
9.04437     39.3516    0.000866
2.21217     45.8001    0.000458
6.61493     91.6508    0.000368
4.91701     69.8267    3.83e-05
6.93358     84.1079    0.000143
0.770027    46.3891    0.00323
0.467744    41.8885    0.0128
2.27181     81.1963    0.000347
8.64265     25.5678    0.00118
9.16148     22.7419    0.00138
1.13895     21.3981    0.0066
2.90028     55.1241    8.88e-05
2.29658     92.7756    0.00309
3.75326     99.8592    0.00194
9.25271     89.7046    0.000165
7.09361     56.3721    0.000169
2.99946     80.3952    0.000178
0.29929     54.216     0.00355
8.22036     71.3755    2.04e-05
5.68187     83.7978    0.000181
3.10901     43.3859    0.000384
4.52162     43.4103    0.000324
2.79624     21.3748    0.00119
3.0446      39.5369    0.000517
2.89413     64.3966    9.84e-06
4.8982      57.5199    7.41e-05
3.52434     37.1252    0.00051
8.472       74.5676    3.5e-05
1.72341     44.011     0.000882
8.0911      74.2623    3.65e-05
2.62386     95.9424    0.003
3.56233     55.2735    8.51e-05
5.24906     55.1616    0.000124
2.88311     50.5682    0.000197
2.36961     47.1139    0.000355
2.28407     63.1294    2.85e-06
1.56286     27.0912    0.00293
1.95295     86.3086    0.00248
3.90979     88.7613    0.000806
6.81346     52.6444    0.000249
4.4451      32.8833    0.000546
3.31779     62.4125    9.7e-07
0.318766    69.5047    0.00705
1.08943     29.0443    0.00539
7.23114     43.8374    0.000499
9.2213      65.8657    2.72e-06
7.9695      68.1719    9.28e-06
1.13408     95.3998    0.0145
6.89893     45.6137    0.000424
5.4886      60.6353    3.31e-05
6.1635      54.0497    0.000182
5.83837     43.5029    0.000383
2.56947     63.4647    4.26e-06
4.41048     52.519     0.000145
4.92997     71.369     5.5e-05
9.2599      37.3592    0.000966
0.287863    87.0297    0.105
2.74855     34.5407    0.000736
5.97943     97.2966    0.00067
0.944345    79.3757    0.00222
7.27632     23.3733    0.000973
0.968283    92.3616    0.0158
8.97167     58.4483    0.000176
8.30467     75.4008    4.12e-05
2.25186     25.3199    0.00156
8.95014     88.5965    0.00016
8.61956     83.8518    8.25e-05
1.97016     82.5407    0.000698
4.81469     23.9118    0.000728
0.899589    35.7281    0.0056
5.08418     23.5868    0.000737
9.93879     22.4152    0.0016
5.04829     85.0573    0.000353
0.626254    22.0971    0.0201
7.0348      63.0833    2.79e-07
