        lS     MSdm       omega
4.4148      30.0935    0.000606
5.7917      29.5985    0.000657
3.3573      73.1013    0.000164
6.85546     21.7123    0.000944
7.34659     30.4218    0.000826
8.72232     32.2858    0.00102
9.69588     53.9495    0.000408
0.496604    70.4929    0.00383
5.77368     90.6465    0.000443
6.94877     95.4578    0.000442
0.282799    63.5748    0.000378
9.87702     98.3367    0.000272
4.14426     42.6956    0.000337
5.74903     33.4905    0.000577
6.57989     74.0236    5.23e-05
8.68069     85.4946    0.000129
2.05385     59.2027    2.43e-05
4.30866     77.2786    0.000173
0.423752    27.8882    0.0342
4.60697     31.5448    0.000571
1.34119     74.1052    0.00115
0.106883    41.6736    0.214
1.12783     82.6482    0.00217
1.80127     77.2246    0.000918
6.79216     73.0455    4.14e-05
1.02246     46.6506    0.00182
3.57523     96.0195    0.00166
7.47356     68.4942    1.17e-05
8.54215     81.9891    3.27e-05
7.3057      46.6819    0.000435
3.2068      87.5685    0.00107
9.08632     93.0658    0.000222
2.40541     57.5167    4.92e-05
6.6932      48.2426    0.000345
5.00244     26.8293    0.000669
0.605076    51.1853    0.0026
0.392743    99.0066    0.141
8.59405     95.8916    0.000302
8.52168     24.6698    0.00118
2.98846     77.0707    0.000347
2.54967     86.54      0.00152
4.58423     27.5168    0.000656
2.32637     84.7754    0.00153
3.07059     68.0126    5.62e-05
9.23606     64.045     7.27e-07
4.146       99.8745    0.0016
8.15844     31.8734    0.000925
4.55149     86.2162    0.000481
2.6146      40.6476    0.00055
2.40454     29.1675    0.00118
9.45925     62.6675    3e-08
4.87846     79.1164    0.000106
6.66284     65.9453    5.34e-06
9.22614     40.5329    0.000858
7.40299     28.5989    0.000876
1.51032     49.635     0.000589
3.73857     98.2373    0.00176
5.20048     56.6095    9.68e-05
6.44397     76.8937    7.86e-05
3.64345     24.4464    0.000835
9.26441     54.9643    0.000334
7.43178     84.6272    0.00016
7.9235      70.7316    1.9e-05
1.07404     94.2792    0.0149
5.90435     80.7363    4.95e-05
6.36443     35.885     0.000585
3.08338     61.7312    5.13e-06
1.86032     74.136     0.000613
1.55813     35.386     0.002
2.70391     43.2838    0.00046
0.237419    81.0344    0.0266
9.36226     86.0782    0.000118
8.94569     26.8536    0.00121
8.18303     85.8583    0.00015
0.977427    97.1765    0.0218
1.98705     48.8043    0.000393
0.61956     60.2699    1.6e-05
5.35738     69.4307    2.92e-05
5.67339     66.9039    1.13e-05
1.95063     56.4348    8.47e-05
0.415211    68.5863    0.00326
7.72653     34.7341    0.000784
0.247735    52.8211    0.00824
4.3818      33.4861    0.000534
9.2018      78.4194    3.76e-05
3.55172     70.6477    8.82e-05
4.21641     90.9584    0.000833
6.04524     92.3305    0.000462
0.75329     30.5035    0.0102
0.80001     71.6488    0.00197
8.47069     62.4941    3.82e-07
7.51096     79.9409    3.09e-05
8.26736     23.4687    0.00116
8.10768     96.0914    0.000343
6.62551     91.3364    0.000358
3.94806     95.1975    0.00129
1.50422     61.7027    2.39e-06
4.12574     93.608     0.00106
6.56238     90.9393    0.000354
0.633358    46.0884    0.00484
9.08599     79.6576    2.48e-05
6.36276     54.1507    0.000189
6.16041     21.8291    0.000849
4.47238     73.2005    9.57e-05
5.45419     52.1004    0.000189
6.53354     23.9304    0.000849
8.60317     77.7546    4.57e-05
5.027       62.8182    2.34e-07
3.73977     92.5066    0.00118
0.370542    95.8105    0.128
4.46159     93.3793    0.000897
6.92401     95.437     0.000445
9.37217     87.4961    0.000133
8.41531     80.6196    2.44e-05
1.30743     53.4576    0.000385
7.27314     64.0806    1.2e-06
0.0159502   62.0469    3.48e-05
3.89252     88.3922    0.000788
0.52282     92.6612    0.0528
8.86549     65.3233    2.16e-06
7.47884     35.1284    0.000738
2.99842     88.9076    0.00136
9.46622     20.8326    0.00152
0.236415    92.595     0.241
7.86808     84.7185    0.000145
6.87115     70.3632    2.29e-05
8.11878     93.0372    0.000275
1.58954     28.6642    0.00266
2.76749     60.2026    1.48e-05
3.48859     79.2733    0.000189
6.27681     34.7721    0.000599
9.45582     36.363     0.00103
4.45362     70.2885    5.22e-05
9.56327     37.7379    0.00101
7.96352     95.1973    0.000334
0.938113    75.4934    0.0028
9.78057     28.3299    0.00136
3.4305      28.9051    0.000759
1.95809     63.1772    4.28e-06
2.98928     53.138     0.000129
6.86931     38.2926    0.000589
7.53364     31.6189    0.000828
2.74346     94.979     0.00257
5.21787     69.5366    3.16e-05
6.01881     27.4911    0.000718
9.38523     59.9964    0.000121
6.5355      78.1217    7.54e-05
7.29629     96.0458    0.000419
4.72472     57.8959    6.45e-05
1.23816     56.5273    0.000158
9.47867     29.2616    0.00126
7.32368     91.2       0.000292
3.90955     57.3399    5.81e-05
9.29882     46.5371    0.000661
5.46249     48.9349    0.00025
9.36072     96.8164    0.000273
5.55565     82.8123    0.000105
3.62387     67.2017    3.05e-05
4.56329     32.1199    0.00056
5.44712     79.1036    8.6e-05
6.75822     46.8634    0.000382
2.53767     91.6715    0.00235
4.24666     54.066     0.000115
7.28305     38.4673    0.000634
8.99348     62.6028    1.89e-08
2.83779     21.978     0.00113
1.73945     25.2091    0.00257
9.2798      82.5       3.35e-05
4.51793     92.7298    0.000835
3.32107     37.9419    0.000516
5.63142     83.0568    0.000117
6.99727     28.3575    0.00082
0.28566     30.4534    0.0648
1.47991     92.9506    0.0073
6.02047     82.6769    8.42e-05
4.80743     80.9349    7.63e-05
0.937463    55.871     0.00033
4.23896     69.3336    4.48e-05
2.46932     91.3253    0.00241
9.93933     85.4263    9.86e-05
6.14226     55.5534    0.000149
2.3611      83.4168    0.000815
4.9754      82.0582    9.55e-05
7.26641     81.5924    3.99e-05
5.86972     65.2908    4.74e-06
9.97375     43.1965    0.000882
2.56809     69.1371    0.000112
6.92316     31.8916    0.000734
5.94505     74.3179    6.68e-05
6.82259     61.5027    2.73e-05
1.1656      83.0882    0.00258
1.37418     48.8673    0.000786
4.38233     62.4074    1.47e-06
8.31715     60.0835    9.29e-05
2.94053     60.0957    1.66e-05
1.47123     24.8026    0.00359
9.2548      88.2833    0.000146
4.13112     63.8627    2.87e-06
2.68327     36.064     0.000685
3.39788     59.1558    2.94e-05
7.14849     60.1763    6.72e-05
7.24774     27.9128    0.000867
0.600922    56.1065    0.000565
8.20187     46.9222    0.000519
7.17815     55.5215    0.000195
8.78852     95.3748    0.000279
0.389366    57.242     0.00039
5.70973     69.8907    2.91e-05
3.2688      76.683     0.000286
2.46633     70.367     0.000167
6.13478     58.8202    7.91e-05
3.16188     48.8627    0.000225
1.01403     24.5441    0.00737
8.69978     25.5735    0.00119
8.21692     89.5469    0.000205
7.34181     60.0496    7.43e-05
3.16609     61.7111    5.48e-06
5.11314     65.7205    7.95e-06
4.68554     92.7221    0.000778
4.66649     65.0715    6.44e-06
2.53942     42.0829    0.000506
3.28145     42.2906    0.000395
4.5106      69.648     4.32e-05
3.14954     20.8432    0.00112
8.03306     87.2876    0.000177
8.11124     76.2211    4.77e-05
1.89144     85.8759    0.00254
8.46988     88.9543    0.000184
8.06253     33.9432    0.000856
2.98154     51.5937    0.000166
1.31951     78.7817    0.00142
6.34596     29.238     0.000718
4.45479     20.3525    0.000822
2.60371     67.3588    6.15e-05
3.26124     32.1294    0.000705
7.56294     67.7913    9.04e-06
0.00476004  48.1533   10.8
6.42117     33.2011    0.000646
6.32941     65.0177    3.43e-06
1.51867     89.9975    0.00553
2.39644     39.9953    0.000653
7.58062     28.1099    0.000916
6.15358     93.3773    0.000482
5.73668     36.381     0.000519
4.06356     22.4237    0.000811
1.27193     81.7751    0.00124
3.81965     76.5872    0.00021
7.79736     67.6082    7.98e-06
5.63299     52.8078    0.000183
4.15421     92.7582    0.000984
3.60839     35.3784    0.000547
1.33478     39.2161    0.00211
1.9354      84.6841    0.00217
8.79237     48.0065    0.000549
0.330559    58.7666    9.96e-05
0.551837    68.5993    0.00189
5.17078     75.3829    0.000103
1.18557     63.5656    2.26e-05
9.54196     90.8671    0.000171
8.85485     48.4868    0.00054
7.79748     79.8659    2.94e-05
5.78332     78.7149    8.61e-05
5.75074     44.3794    0.000359
1.93307     29.6862    0.00175
3.75927     28.4375    0.000706
4.70659     32.73      0.000546
9.48484     90.2222    0.000164
1.05424     83.3874    0.00383
4.77512     66.7288    1.47e-05
7.57582     67.615     8.46e-06
8.56004     75.6169    4e-05
2.21953     36.9698    0.000925
6.25        44.3729    0.000396
4.31941     24.6252    0.000732
0.14953     36.7333    0.16
4.57543     51.9167    0.00016
1.83634     79.2447    0.000654
8.55263     34.3283    0.00093
8.50498     96.8032    0.000328
8.52608     74.8935    3.64e-05
1.25062     29.436     0.00408
8.87272     97.3085    0.000313
0.60867     85.6961    0.0221
4.31768     52.162     0.000149
1.34097     88.748     0.00634
3.60738     23.5871    0.000867
0.5268      82.1915    0.00788
4.61232     38.7766    0.000421
8.57754     29.9194    0.00105
2.39557     81.1867    0.000312
7.36969     84.6043    0.000162
5.81544     70.0687    2.94e-05
1.17956     78.9635    0.00168
3.95862     79.4444    0.000138
7.97125     93.4102    0.000293
9.91157     84.9706    9.5e-05
7.39727     95.7215    0.000399
4.93159     27.2094    0.00066
4.10659     70.8327    6.95e-05
5.6151      49.4567    0.000248
2.04448     77.7716    0.000714
1.63624     22.3744    0.0032
9.94653     37.5707    0.00109
9.48304     92.4934    0.000196
8.08948     20.7491    0.0012
0.201581    23.5086    0.164
0.528052    82.9915    0.0115
8.32906     49.9842    0.000437
0.455469    95.0196    0.0815
2.85477     93.8775    0.0022
6.9717      99.2813    0.000565
0.9321      40.2049    0.00391
1.63595     86.4573    0.00354
0.991335    74.4269    0.00216
1.98154     63.8146    1.14e-05
4.74176     38.0238    0.000438
8.50159     65.3942    2.45e-06
6.75181     79.0176    5.87e-05
1.02045     78.8596    0.00228
3.13244     60.2243    1.66e-05
1.5951      37.759     0.00166
7.00051     32.3693    0.000734
1.63818     84.6876    0.00299
0.42132     61.3353    3.84e-06
4.35638     30.1359    0.000608
3.38228     53.6495    0.000113
8.45649     76.1005    4.34e-05
9.35386     81.5217    2.39e-05
1.60203     85.9933    0.00353
5.54269     74.9752    8.48e-05
1.97055     48.2841    0.000427
1.71538     66.6322    0.000103
4.92858     65.8102    8.96e-06
3.386       80.9821    0.000152
0.780686    69.582     0.00127
8.05343     88.7617    0.0002
2.6818      60.0708    1.56e-05
3.25967     60.2594    1.71e-05
2.92523     79.2235    0.000271
7.37486     86.4235    0.000193
7.00291     49.3021    0.000343
9.23689     52.9481    0.000413
0.246067    25.7355    0.104
3.13985     97.055     0.00228
7.3138      85.4844    0.00018
7.56163     62.7696    8.41e-08
9.83975     63.9915    6.07e-07
2.64044     44.9517    0.000411
4.41735     73.9014    0.000111
8.32708     29.8213    0.00101
7.90299     22.7041    0.0011
6.2913      91.5173    0.000402
0.936976    38.6859    0.00431
5.23257     33.1903    0.000551
5.68398     37.695     0.000489
2.61798     31.6435    0.000898
0.228331    76.3644    0.0455
0.426498    20.721     0.0437
5.41197     21.5815    0.000791
1.09298     60.6099    9.16e-06
0.751404    50.4741    0.00195
0.521622    52.4924    0.00262
5.42215     53.2953    0.000165
9.6598      42.2434    0.000868
4.0027      84.5022    0.000519
3.71872     38.4006    0.000456
8.54367     61.3865    4.67e-05
8.16277     68.2886    9.2e-06
2.06692     72.6146    0.000382
8.66424     20.2205    0.00134
2.13549     81.8854    0.000469
4.18929     28.0128    0.000666
6.33083     25.3963    0.000793
9.21104     34.6643    0.00104
9.55205     61.8569    3.42e-05
4.52351     86.3408    0.000492
3.40249     22.6734    0.000954
3.28099     70.5244    9.99e-05
0.0703812   76.0253    0.416
4.06657     60.8556    1.71e-05
7.55927     27.6017    0.000924
2.65207     58.8904    2.8e-05
7.47711     86.1684    0.000183
5.25011     50.5392    0.00021
6.02329     84.5687    0.000238
2.82338     81.3757    0.000238
3.28368     33.8558    0.000646
3.20185     39.5069    0.000489
2.38379     62.9979    1.87e-06
6.67354     66.5078    6.97e-06
1.67824     21.2911    0.00316
4.04015     24.006     0.000775
6.58699     42.2891    0.000471
5.79271     39.2509    0.000466
7.92031     81.1207    2.99e-05
0.315988    33.5292    0.0462
5.84298     66.37      8.48e-06
8.67093     60.6926    7.62e-05
1.44456     60.7663    7.52e-06
2.05546     82.7625    0.000712
9.39828     49.2467    0.000571
8.69408     91.9548    0.000222
4.40559     26.8793    0.000677
6.87454     99.0531    0.000573
1.05867     97.3475    0.0189
2.6511      32.9779    0.000822
9.88851     24.0988    0.00152
4.7876      54.615     0.000119
1.87532     52.6942    0.000231
7.6911      87.76      0.0002
1.05856     37.99      0.00357
5.39546     49.7898    0.00023
9.78158     48.5461    0.000643
4.30324     95.8912    0.00115
3.92137     51.8777    0.000148
5.79593     41.417     0.000422
1.55411     93.0267    0.00668
4.27274     35.4006    0.000496
0.573204    77.1006    0.00815
6.85053     29.0049    0.000785
0.621664    42.9425    0.00681
7.37599     76.9046    6.07e-05
3.06128     70.0684    0.000102
7.95928     31.3956    0.000903
7.21303     96.7464    0.000449
3.57898     40.3561    0.000418
8.4741      20.2469    0.0013
5.91681     41.3722    0.000432
1.80059     33.8174    0.00165
8.81625     25.5988    0.00122
0.549381    44.3439    0.00759
8.62285     46.247     0.000588
5.15977     33.0142    0.000551
5.43211     32.5429    0.000574
4.70948     80.7315    7.67e-05
0.218707    40.344     0.0612
7.58074     57.7636    0.000149
5.41764     47.3779    0.000279
0.960864    77.8369    0.003
3.82952     48.9827    0.000204
4.71892     62.0581    6.42e-06
9.30392     77.2601    3.94e-05
5.66911     99.6252    0.000861
5.22845     32.3548    0.000567
2.56714     54.5147    0.00011
9.24616     63.2664    2.43e-07
6.51786     94.5745    0.00047
9.56738     58.3577    0.000202
7.31815     74.5069    4.61e-05
5.59551     62.7898    1.67e-07
4.50435     95.7384    0.00104
1.81458     62.7737    1.44e-06
8.91476     66.3946    3.76e-06
6.0963      68.2163    1.59e-05
9.89619     85.8485    0.000104
6.28863     49.623     0.000285
3.42428     98.0924    0.00207
7.18044     92.8803    0.000345
4.52495     32.6461    0.000549
1.52518     81.5064    0.000811
6.32665     75.4493    7.02e-05
3.01289     62.7211    4.03e-07
6.17603     63.1603    4.32e-07
7.9616      38.6493    0.00072
5.01383     93.1254    0.000703
9.63595     25.2253    0.00142
9.05508     52.5796    0.000412
1.40482     39.0889    0.00193
8.5479      90.4884    0.000205
5.30194     21.8298    0.000781
8.43779     35.2503    0.000885
4.50759     80.3974    8.08e-05
9.65496     28.2518    0.00133
5.76276     71.3118    4.01e-05
2.62644     24.7066    0.00119
9.88732     96.7197    0.000244
9.33028     82.5888    3.44e-05
1.56728     74.8762    0.000957
8.11047     54.6098    0.000273
8.13303     64.9254    1.97e-06
1.16777     54.1569    0.000398
0.988187    95.1361    0.0186
1.93417     59.5378    2.01e-05
2.16276     44.5631    0.000542
6.38998     41.8708    0.000462
0.684881    83.0156    0.00696
2.7699      97.4793    0.00299
2.88104     99.8785    0.00323
7.27636     25.1609    0.000932
9.91315     47.7508    0.000692
0.461442    30.4902    0.026
8.22023     87.7009    0.000175
2.25771     65.0541    2.63e-05
7.34758     45.4584    0.000471
0.318509    63.5706    0.000298
2.01677     31.9008    0.00146
4.9377      37.2986    0.000458
1.15564     52.9829    0.000542
4.59519     38.8914    0.000418
3.76715     76.913     0.000221
0.0553006   97.7445    5.49
5.50339     91.6947    0.000527
7.75545     76.6785    5.42e-05
9.79199     63.3681    2.62e-07
0.496091    59.4056    4.52e-05
0.610919    31.5738    0.0145
8.4987      65.2391    2.23e-06
1.21504     79.0968    0.00152
8.33546     49.5904    0.000451
1.48457     33.2199    0.00246
7.87047     96.5806    0.000376
6.2341      90.2397    0.00037
7.19845     58.0706    0.000127
6.58074     75.7991    6.81e-05
4.98916     36.7595    0.00047
1.03907     69.1855    0.000657
1.81867     92.5848    0.00477
5.70254     29.9305    0.000643
1.26253     72.4114    0.000953
7.61491     69.3756    1.45e-05
9.65147     64.3043    8.6e-07
9.06497     28.1278    0.0012
8.46587     84.3551    0.000112
4.90227     42.4155    0.000354
8.61181     29.9133    0.00106
1.88258     31.1244    0.00173
1.35044     77.1144    0.00159
4.02079     22.4155    0.000818
3.31458     61.8316    5.07e-06
6.40724     92.7268    0.000425
3.11649     57.3291    5.05e-05
5.13799     74.7198    9.44e-05
9.71807     49.0719    0.000614
1.42215     53.3179    0.000338
0.492406    56.2587    0.000655
8.29253     56.776     0.00021
5.66179     66.5254    9.67e-06
4.22271     23.7508    0.000761
8.40232     32.5935    0.000949
2.94547     62.9482    1.07e-06
6.5326      35.8313    0.000604
3.90785     86.028     0.000634
2.93384     73.1686    0.000215
1.44052     78.8794    0.00117
9.13744     41.3975    0.000815
4.27831     55.9063    8.57e-05
7.77077     69.3815    1.4e-05
4.31609     77.2363    0.000172
6.99723     38.7742    0.000593
7.54286     48.1977    0.000418
8.24144     74.8255    3.85e-05
3.25941     42.5611    0.00039
6.14757     53.7653    0.000188
3.90877     38.7712    0.000434
2.63532     25.0227    0.00117
6.87287     43.3451    0.000474
4.02282     24.2324    0.000772
6.21442     51.169     0.000247
7.44218     28.3652    0.000887
7.37863     65.4572    3.35e-06
4.2798      26.9337    0.000683
0.645166    84.7879    0.0182
1.24702     50.3337    0.000773
9.36195     75.413     3.27e-05
2.34859     50.9453    0.000238
8.24585     88.2165    0.000182
4.68773     21.1815    0.00079
8.97266     38.485     0.000881
6.89916     46.2357    0.000409
6.75708     67.2399    9.2e-06
2.33192     72.6976    0.000307
0.512578    21.5535    0.03
6.74139     64.1867    1.55e-06
8.03741     57.1495    0.000186
1.71264     69.8802    0.0003
4.37575     76.2415    0.000157
3.71297     35.1618    0.00054
3.57351     24.6501    0.000846
4.01591     59.5135    3.16e-05
3.62157     58.2711    4.21e-05
2.15286     98.6284    0.00524
2.39941     30.4369    0.00112
1.65856     29.5119    0.00237
4.27452     23.3386    0.000765
6.56966     42.1634    0.000472
7.69879     32.9019    0.000824
6.00866     32.6382    0.000616
0.753166    59.492     3.51e-05
6.93348     94.7867    0.000424
0.410022    24.0226    0.0421
4.39874     61.238     1.51e-05
6.97347     52.0074    0.000275
0.414023    72.4126    0.0082
2.57824     41.5118    0.000521
4.7866      64.6475    4.52e-06
7.89126     51.0708    0.000367
5.23958     49.3049    0.000233
5.54876     70.0047    3.17e-05
4.60506     62.2053    4.28e-06
6.04883     78.1995    8.67e-05
1.15703     39.7955    0.00267
3.72953     57.7186    5.05e-05
8.93347     49.5428    0.000511
9.80573     41.9594    0.000902
4.72733     95.8545    0.000956
6.98421     29.587     0.000792
3.60628     65.5376    1.42e-05
0.51616     93.4413    0.0573
9.42121     64.3289    9.22e-07
5.65857     81.534     6.37e-05
3.1008      30.5634    0.000803
5.15035     32.587     0.000559
3.03793     29.4946    0.000863
7.94052     48.4051    0.000449
0.272595    51.5889    0.0102
7.63494     65.1097    2.53e-06
4.95919     42.0943    0.000362
7.18481     81.9786    4.54e-05
1.16994     90.0872    0.0092
5.41484     69.9181    3.25e-05
5.33946     96.3768    0.000784
6.48042     35.6314    0.000602
6.24068     96.8665    0.000599
4.62857     89.1956    0.000603
7.11961     78.5543    6e-05
5.9526      33.173     0.0006
4.17618     77.3148    0.000184
7.28652     39.9823    0.000599
3.61304     94.778     0.00149
6.63549     89.5376    0.00031
4.11284     39.6648    0.000405
9.20862     82.7585    3.82e-05
7.92554     54.7598    0.000257
7.26062     24.0208    0.000956
4.9757      25.238     0.000701
3.3625      83.149     0.000337
2.15575     84.2364    0.00148
5.34227     28.5257    0.000648
2.02519     60.874     7.35e-06
9.26288     83.6868    6.65e-05
8.40949     54.7187    0.000288
1.8037      32.1293    0.00179
5.97951     79.9018    4.86e-05
3.53806     39.7905    0.000437
8.26861     60.3219    8.32e-05
2.65328     62.1009    2.29e-06
7.56556     92.9541    0.000314
0.186726    36.0348    0.109
7.61527     72.7401    3.13e-05
7.11937     99.1831    0.00054
3.75651     83.2543    0.00029
2.10454     45.7102    0.000509
9.24043     68.4617    7.63e-06
0.33419     41.7671    0.0245
3.06442     79.5307    0.000216
1.25509     78.3579    0.0017
0.594961    50.2228    0.00317
9.85352     78.7538    3.08e-05
1.29382     91.7648    0.00865
0.0491081   29.0846    1.91
1.99425     38.1874    0.00105
0.214579    43.0662    0.0509
5.30281     20.6106    0.000807
2.84418     43.6675    0.000417
2.94677     72.9032    0.000203
8.89945     39.6278    0.000834
0.385561    47.9896    0.00995
5.0285      28.2561    0.000641
5.43397     85.5823    0.000322
1.77491     46.9074    0.000617
5.46312     30.466     0.000616
3.94671     88.1598    0.000752
8.04299     84.7222    0.000139
4.1048      97.5253    0.00141
6.04195     47.3305    0.000318
2.23956     48.8755    0.000313
5.63117     98.9164    0.000835
2.31194     22.0741    0.00167
5.90602     69.1519    2.24e-05
3.60214     99.0602    0.002
0.0693959   71.403     0.208
3.94002     48.4573    0.000215
3.43206     82.4001    0.000223
4.77758     89.5475    0.000584
2.76497     96.5175    0.00282
0.164731    77.3457    0.087
6.3844      91.7917    0.000399
4.26156     83.0207    0.000197
0.0358704   63.5723    0.0213
4.95153     84.3227    0.000311
4.66557     38.6895    0.000423
6.07507     34.35      0.000588
3.23374     78.654     0.000265
7.88284     94.8493    0.000332
4.98059     59.0301    5.2e-05
1.83318     23.6979    0.00246
7.16307     41.7566    0.000542
4.94022     32.6716    0.000551
5.42984     60.6485    3.23e-05
5.97707     46.9306    0.000322
5.38672     31.8185    0.000586
1.36109     78.2505    0.00148
6.63228     23.3763    0.000874
9.33085     37.5793    0.000971
8.88237     26.9351    0.0012
4.09893     85.4621    0.000549
0.0086787   43.0357   20
0.768168    24.7311    0.0124
3.25457     21.4002    0.00105
5.35957     53.5237    0.000158
6.73065     89.553     0.000302
1.49645     84.7691    0.00359
4.12451     71.4216    7.86e-05
7.70615     38.3646    0.000692
1.76364     69.1599    0.000234
5.69091     55.0248    0.000142
8.36358     89.9867    0.000205
4.38926     65.7714    1.1e-05
5.64387     60.2548    4.18e-05
8.31511     78.4598    4.54e-05
4.50194     74.7857    0.000123
4.16718     92.334     0.000947
8.74211     58.8962    0.00015
7.74264     97.2925    0.000406
5.80525     75.0739    7.86e-05
3.39364     33.8336    0.000624
8.855       31.417     0.00107
6.0236      41.7607    0.000433
1.26791     34.5391    0.0031
6.62245     48.8305    0.000326
1.18323     72.8926    0.00118
1.01878     36.4049    0.00424
0.418571    22.3392    0.0429
8.27031     57.728     0.000176
8.59017     67.6326    6.67e-06
2.40465     79.1485    0.000405
8.11078     71.0609    1.95e-05
0.954271    60.1671    1.54e-05
0.125935    97.2064    1.1
4.74323     61.0483    1.99e-05
5.81647     31.7205    0.000617
5.13226     52.9319    0.00016
9.57727     43.8853    0.000795
3.16113     75.9944    0.000286
2.75129     61.7101    4.41e-06
5.91953     63.2483    5.64e-07
8.46611     36.8019    0.000847
4.78245     59.0782    4.79e-05
1.83853     21.3904    0.00265
0.411305    32.3538    0.0297
4.96077     60.6085    2.79e-05
8.97995     72.8905    2.34e-05
3.7451      60.4069    1.93e-05
5.46904     20.9602    0.000808
6.98403     20.1177    0.001
1.14538     21.5436    0.00649
1.12103     52.2646    0.00067
0.285352    90.3099    0.141
4.43459     38.5928    0.000424
1.52961     87.0637    0.00426
1.82423     32.7551    0.0017
3.1647      29.3772    0.000821
6.11203     72.6609    4.72e-05
8.03463     28.0632    0.000997
6.15724     34.4235    0.000594
9.19471     78.3397    3.82e-05
5.62574     67.2115    1.3e-05
9.45014     53.1494    0.000423
9.37667     28.9807    0.00125
6.2076      92.7617    0.000453
4.52516     58.2735    5.52e-05
2.82122     24.1038    0.00106
7.50656     85.3755    0.000169
1.10192     80.4356    0.00125
9.50278     64.0839    7.16e-07
3.78241     25.1973    0.000786
1.78484     38.5024    0.00127
3.85537     94.1611    0.00126
2.57548     97.7654    0.00351
2.33925     25.9238    0.00142
2.70986     41.9437    0.00051
8.59132     64.6199    1.41e-06
2.96974     31.7376    0.00081
6.63571     67.2347    9.51e-06
9.15873     62.1081    1.97e-05
8.46443     58.6982    0.000148
6.33764     80.0026    4.24e-05
1.27144     63.0047    6.58e-06
8.51828     53.9348    0.000322
8.19957     99.458     0.000418
9.05877     86.6212    0.000132
9.6778      81.7642    2.4e-05
8.40823     62.9248    1.25e-07
1.25835     61.1534    4.72e-06
8.8007      51.068     0.000446
3.57122     60.5956    1.62e-05
8.09437     51.0005    0.000386
9.55965     27.5091    0.00133
5.73453     68.298     1.83e-05
1.65445     94.0503    0.00638
2.06517     54.2844    0.000142
6.11363     68.2318    1.58e-05
4.89596     22.7476    0.000752
9.66665     86.9275    0.00012
1.70027     99.8373    0.0089
8.90194     54.4738    0.000329
2.66087     94.1693    0.00258
6.77343     51.0022    0.000286
2.25857     69.4173    0.000156
7.49541     89.048     0.000235
1.65773     25.0802    0.00283
7.12501     82.0199    4.68e-05
1.23967     32.3062    0.00363
2.7826      58.7783    2.97e-05
3.82997     87.367     0.000744
0.580233    63.7061    0.000111
6.72622     51.9669    0.00026
5.70266     99.051     0.000821
3.57666     67.0642    2.96e-05
6.64877     57.8721    0.000114
9.37881     40.4947    0.000884
3.82271     38.5369    0.000445
1.1219      60.5482    9.72e-06
7.10241     25.4691    0.000898
6.94928     67.3474    9.08e-06
6.92211     74.5165    5.14e-05
1.96678     21.2423    0.00234
7.22336     61.1195    4.16e-05
4.31798     42.3176    0.000344
1.56002     74.8599    0.000964
2.05996     22.5823    0.00205
7.80428     36.5244    0.000752
8.50795     65.7764    3.04e-06
5.28006     33.7887    0.000542
7.57234     38.912     0.00066
0.14248     51.7759    0.0261
0.179953    36.16      0.116
2.96054     57.7699    4.36e-05
4.9713      85.8215    0.000391
1.77796     63.8455    1.47e-05
7.67015     33.865     0.000796
2.32056     26.1291    0.00143
6.11468     69.3671    2.22e-05
8.72719     65.344     2.26e-06
9.65019     92.5105    0.00019
6.42996     59.2699    7.58e-05
4.6505      30.829     0.000586
1.54261     73.0407    0.000729
0.982767    40.7812    0.00339
2.97358     71.8035    0.000161
0.843941    46.9807    0.00253
5.98924     39.3318    0.00048
3.86097     47.544     0.000235
3.12052     23.6705    0.00103
2.3494      43.1434    0.000528
7.6766      87.3487    0.000194
4.02966     69.6349    5.36e-05
3.76954     90.8827    0.00103
9.78247     94.6402    0.000216
7.98061     29.4269    0.000954
7.89818     93.861     0.000308
4.26281     30.8568    0.000597
3.40806     48.7326    0.000218
7.21479     98.2088    0.000495
2.24741     83.1883    0.000757
0.875811    36.2413    0.00572
7.69773     20.698     0.00112
4.91621     82.8918    0.000139
0.289906    54.4682    0.00325
5.21652     73.0819    6.95e-05
8.82366     75.295     3.61e-05
6.9759      25.6534    0.000874
6.43598     33.4849    0.000642
0.865203    40.5323    0.0044
5.74019     32.1228    0.000603
2.61258     36.0563    0.000715
8.14592     55.9989    0.000229
2.57093     47.9327    0.000313
9.54952     64.4099    9.64e-07
8.81769     25.9745    0.00121
2.97685     40.804     0.000489
2.53636     46.9775    0.000355
6.09749     95.5893    0.000575
6.53355     95.5847    0.000503
1.03309     31.2603    0.00541
8.43082     52.8826    0.000352
5.73494     86.1096    0.000305
2.17196     25.7463    0.00165
8.67753     82.0246    3.21e-05
0.610574    25.2946    0.0188
7.2375      82.2724    4.97e-05
5.21372     53.8046    0.000147
4.63756     72.1795    7.33e-05
6.56245     79.3299    5.5e-05
0.882811    97.6203    0.0273
2.22853     28.5385    0.0014
7.62555     82.293     4.52e-05
5.46059     69.0205    2.51e-05
1.01165     83.066     0.00336
6.78774     50.3576    0.000303
5.82374     32.8831    0.000595
3.96912     75.2981    0.000169
7.62493     54.5527    0.000246
1.0623      53.7895    0.000523
3.61632     51.4313    0.000156
8.22857     84.698     0.000133
8.17841     27.7751    0.00103
8.25144     80.6726    2.55e-05
7.04067     45.9712    0.000428
